,id,created_at,source,original_text,clean_text,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
133,1399973913036169221,Wed Jun 02 06:19:25 +0000 2021,"<a href=""https://api.sociomile.net"" rel=""nofollow"">OmniChannel SML</a>","@aandyeka_  002706563180 Baik kakak, untuk dapat di lakukan proses pengecekan tersebut, mohon untuk dapat melampirkan bukti PICKUP [kertas bewarna pink] dan DROP [struck bewarna putih] nya ya kak, agar dapat kami lakukan proses investigasi terlebih dahulu. Terima kasih ^",kakak lakukan proses pengecekan mohon melampirkan bukti pickup kertas bewarna pink drop struck bewarna putih nya kak lakukan proses investigasi terima kasih,in,0,0,sicepat_ekspres,,,aandyeka_,Indonesia,
134,1399973785806118915,Wed Jun 02 06:18:55 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@sicepat_ekspres sudah saya dm,dm,in,0,0,pyodka,,,sicepat_ekspres,,
135,1399973748414025729,Wed Jun 02 06:18:46 +0000 2021,"<a href=""https://api.sociomile.net"" rel=""nofollow"">OmniChannel SML</a>","@adjikholifaturr 002706341221 Hi kak , mohon maaf ada kendala di internal kami. dan menurut data di system kami paket tersebut masih dalam proses pengiriman tim operasional akan mengirimkan paketnya maksimal jam 22:00 dan untuk tujuan alamat kantor di jam 17:00. ^",hai kak mohon maaf kendala internal data system paket dalam proses pengiriman tim operasional mengirimkan paketnya maksimal jam tujuan alamat kantor jam,in,0,0,sicepat_ekspres,,,adjikholifaturr,Indonesia,
136,1399972558603096066,Wed Jun 02 06:14:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@sicepat_ekspres Di tracking coba min,tracking coba min,in,0,0,aandyeka_,,,sicepat_ekspres,,
137,1399972517901598724,Wed Jun 02 06:13:53 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@sicepat_ekspres Lupa naruh min,lupa naruh min,in,0,0,aandyeka_,,,sicepat_ekspres,,
138,1399972380177428482,Wed Jun 02 06:13:20 +0000 2021,"<a href=""https://api.sociomile.net"" rel=""nofollow"">OmniChannel SML</a>","@dssr108 Baik ka, hal ini akan kami jadikan evaluasi agar lebih baik kedepannya. Apakah ada hal lain yang bisa dibantu ka? Terima kasih ^",kakak jadikan evaluasi kedepannya dibantu kakak terima kasih,in,0,0,sicepat_ekspres,,,dssr108,Indonesia,
139,1399972312468791299,Wed Jun 02 06:13:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@sicepat_ekspres Kalo kurir nya tidak tau alamat penerima dan tidak ada inisiatif bertanya, mendingan saya ambil saja paketan nya di gerai mana????",kurir nya tidak alamat penerima tidak inisiatif mendingan ambil paketan nya gerai,in,0,0,adjikholifaturr,,,sicepat_ekspres,Semarang,
140,1399971780966506500,Wed Jun 02 06:10:57 +0000 2021,"<a href=""https://api.sociomile.net"" rel=""nofollow"">OmniChannel SML</a>","@adjikholifaturr 002706341221 baik ka,kami maksimalkan pengirimannya ya ka.mohon ditunggu ka,terima kasih ^",kakak maksimalkan pengirimannya kakak mohon ditunggu kakak terima kasih,in,0,0,sicepat_ekspres,,,adjikholifaturr,Indonesia,
141,1399971529417322501,Wed Jun 02 06:09:57 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@sicepat_ekspres Siap. Mohon di-follow up ya. Terima kasih.,mohon follow up terima kasih,in,0,0,dssr108,,,sicepat_ekspres,,
142,1399971307542835200,Wed Jun 02 06:09:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@sicepat_ekspres Kemarin sudah di kirim dan saya tunggu hingga pukul 22:00 wib sesuai arahan admin sicepat. Tapi kenyataan nya tidak di kirim. Tolong segera di follow up di kurir nya. Terima kasih https://t.co/wQi6IzS4iS,kirim tunggu hingga arahan admin sicepat kenyataan nya tidak kirim follow up kurir nya terima kasih,in,0,0,adjikholifaturr,False,,sicepat_ekspres,Semarang,
143,1399971067389628423,Wed Jun 02 06:08:07 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",sicepat literally bener-bener cepat baru 1 hari dah sampe,sicepat literally benar benar cepat deh,in,0,0,kirikovik,,,,,
144,1399971005318062083,Wed Jun 02 06:07:52 +0000 2021,"<a href=""https://api.sociomile.net"" rel=""nofollow"">OmniChannel SML</a>","@dssr108 Baik kak, mohon maaf atas ketidaknyamanannya ya kak perihal tersebut kami akan terus meningkatkan kualitas SDM kami ya kak. Terima kasih ^Agent",kak mohon maaf ketidaknyamanannya kak perihal kualitas sdm kak terima kasih agent,in,0,0,sicepat_ekspres,,,dssr108,Indonesia,
145,1399970623003127809,Wed Jun 02 06:06:21 +0000 2021,"<a href=""https://api.sociomile.net"" rel=""nofollow"">OmniChannel SML</a>","@aandyeka_ 002706563180 baik ka,mohon maaf sebelumnya bisa dibantu lampirkan bukti resi pick up nya berupa kertas berwarna pink yang diberikan ke pengirim saat serah terima paket dengan kurir ya ka.terima kasih ^",kakak mohon maaf dibantu lampirkan bukti resi pick up nya kertas berwarna pink diberikan pengirim serah terima paket kurir kakak terima kasih,in,0,0,sicepat_ekspres,,,aandyeka_,Indonesia,
146,1399970541713301509,Wed Jun 02 06:06:01 +0000 2021,"<a href=""https://api.sociomile.net"" rel=""nofollow"">OmniChannel SML</a>","@adjikholifaturr 002706341221 Hai Kak, SiCepat Ekspres dengan Dian, paket dengan no resi tsb , saat ini sedang dalam proses pengiriman ke alamat tujuan oleh Paket dibawa [SIGESIT - Hendrix Hermawan] mohon kesediaannya untuk menunggu ya kak, terimakasih. ^",hai kak sicepat ekspres dian paket resi tsb dalam proses pengiriman alamat tujuan paket dibawa sigesit hendrix hermawan mohon kesediaannya menunggu kak terimakasih,in,0,0,sicepat_ekspres,,,adjikholifaturr,Indonesia,
147,1399969910839644163,Wed Jun 02 06:03:31 +0000 2021,"<a href=""https://api.sociomile.net"" rel=""nofollow"">OmniChannel SML</a>","@pyodka 002540931712 Baik kak, sebelumnya kami mohon maaf untuk informasi selengkapnya mengenai paket kakak tersebut dapat dilanjutkan ke DM kami ya kak. Terima kasih ^",kak mohon maaf informasi selengkapnya paket kakak dilanjutkan dm kak terima kasih,in,0,0,sicepat_ekspres,,,pyodka,Indonesia,
148,1399969493489618949,Wed Jun 02 06:01:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@sicepat_ekspres Siang admin, hari ini terakhir estimasi pengiriman tolong paketan saya di bantu follow up bagian kurir nya untuk segera di antar, kemarin sudah di antar akan tetapi kemungkinan kurir tidak tau alamat nya dan si kurir tidak ada inisiatif untuk bertanya kepada penerima paket. https://t.co/E4nyICQEbu",siang admin estimasi pengiriman paketan bantu follow up bagian kurir nya kurir tidak alamat nya si kurir tidak inisiatif penerima paket,in,0,0,adjikholifaturr,False,,sicepat_ekspres,Semarang,
149,1399968896199712771,Wed Jun 02 05:59:29 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@sicepat_ekspres Pengirim,pengirim,in,0,0,aandyeka_,,,sicepat_ekspres,,
150,1399968789626687492,Wed Jun 02 05:59:04 +0000 2021,"<a href=""https://api.sociomile.net"" rel=""nofollow"">OmniChannel SML</a>","@iqbalmohammad76  002707094120 Baik kak, mohon maaf atas ketidaknyamanan yang terjadi, kami akan bantu follow up kembali ke tim terkait, mohon berkenan menunggu untuk proses nya ya ka terima kasih ^",kak mohon maaf ketidaknyamanan bantu follow up tim terkait mohon berkenan menunggu proses nya kakak terima kasih,in,0,0,sicepat_ekspres,,,iqbalmohammad76,Indonesia,
151,1399968394556809226,Wed Jun 02 05:57:30 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@sicepat_ekspres no resi 002540931712,resi,es,0,0,pyodka,,,sicepat_ekspres,,
152,1399968386910593024,Wed Jun 02 05:57:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Min @sicepat_ekspres tolong jangan mudah foto² orang dong kurirnya. Pas ada anak ikutan keluar pula. Saya sendiri juga yang ambil. Selama ini ga pakai foto² aman. Belum pernah ada masalah. Atau minimal minta izin dulu dong biar dikondisikan. Terima kasih.,min mudah foto kurirnya pas anak ikutan keluar ambil ga pakai foto aman minimal izin biar dikondisikan terima kasih,in,0,0,dssr108,,,sicepat_ekspres,,
153,1399968294694572036,Wed Jun 02 05:57:06 +0000 2021,"<a href=""https://api.sociomile.net"" rel=""nofollow"">OmniChannel SML</a>","@pyodka hallo kaka selamat siang dengan saya yogi prasetya. ada yang bisa kami bantu ? jika kakak ingin chek paket atau chek paket  yang terkendala, mohon kaka kirimkan ke kami dahulu untuk nomor resi paketnya, terima kasih ^",hallo kakak selamat siang yogi prasetya bantu kakak chek paket chek paket terkendala mohon kakak kirimkan nomor resi paketnya terima kasih,in,0,0,sicepat_ekspres,,,pyodka,Indonesia,
154,1399967692413542402,Wed Jun 02 05:54:42 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pake sicepat halu kok lama bgt ya paketku dikirim, udh berhari hari masi ngestuck di sidoarjo",pakai sicepat halu banget paketku dikirim berhari masi ngestuck sidoarjo,in,0,0,clinophileeee,,,,,
155,1399967087628406784,Wed Jun 02 05:52:18 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sicepat emang cepat ya. 
Paket dikirim kemarin, hari ini udah nyampe Sleman",sicepat cepat paket dikirim nyampe sleman,in,0,0,astrdh_,,,,"Rumpin, Indonesia",
156,1399966944057380866,Wed Jun 02 05:51:44 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aku pake j&amp;t , JNE aman"" aja dah. Sicepat kyknya blm klw poster gini. Tergantung kurir itu mah sbnrnya. https://t.co/ha9Uhey3fj",pakai j amp t jne aman deh sicepat kyknya poster gini tergantung kurir mah sbnrnya,in,0,0,junforwonwoo,False,,,earth,
157,1399966428896272386,Wed Jun 02 05:49:41 +0000 2021,"<a href=""https://api.sociomile.net"" rel=""nofollow"">OmniChannel SML</a>","@milkywaynanaa baik kak, mohon ditunggu ya kak, terima kasih ^",kak mohon ditunggu kak terima kasih,in,0,0,sicepat_ekspres,,,milkywaynanaa,Indonesia,
158,1399966358645854208,Wed Jun 02 05:49:24 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@sicepat_ekspres @sicepat_ekspres  tapi sudah lebih dr 1x24 jam blum di pick juga kok min,
Mohon segera ya,tks",dr x jam pick min mohon terima kasih,in,0,0,iqbalmohammad76,,,"sicepat_ekspres, sicepat_ekspres",,
159,1399966050448416769,Wed Jun 02 05:48:11 +0000 2021,"<a href=""https://api.sociomile.net"" rel=""nofollow"">OmniChannel SML</a>","@aandyeka_ 002706563180 Hai kak selamat siang, mohon maaf sebelumnya kaka dari pihak pengirim atau pihak penerima ya kak. Terimakasih ^",hai kak selamat siang mohon maaf kakak pengirim penerima kak terimakasih,in,0,0,sicepat_ekspres,,,aandyeka_,Indonesia,
160,1399965947339821058,Wed Jun 02 05:47:46 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@sicepat_ekspres oke kak, ditunggu",oke kak ditunggu,in,0,0,milkywaynanaa,,,sicepat_ekspres,Indonesia,
161,1399965712374931458,Wed Jun 02 05:46:50 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@sicepat_ekspres min cek DM dong,",min cek dm,in,0,0,IrliaReka,,,sicepat_ekspres,,
162,1399965202297221125,Wed Jun 02 05:44:48 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@sicepat_ekspres kenapa barang sampenya lama? Estimasi 31mei-1juni, udah tgl 2 juni blm ada hilal nya.",barang sampenya estimasi mei tanggal hilal nya,in,0,0,rurudragon,,,sicepat_ekspres,,
163,1399965169581649922,Wed Jun 02 05:44:41 +0000 2021,"<a href=""https://api.sociomile.net"" rel=""nofollow"">OmniChannel SML</a>","@milkywaynanaa 002538952026 Baik kakak, mohon berkenan untuk menunggu hingga batas estimasi yang telah ditentukan ya ka, terima kasih. ^Agent",kakak mohon berkenan menunggu hingga batas estimasi ditentukan kakak terima kasih agent,in,0,0,sicepat_ekspres,,,milkywaynanaa,Indonesia,
164,1399965034176909319,Wed Jun 02 05:44:08 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@sicepat_ekspres mohon bantu 002706563180 di tracking barang gak gerak min. Help,mohon bantu tracking barang tidak gerak min help,in,0,0,aandyeka_,,,sicepat_ekspres,,
165,1399964566717493249,Wed Jun 02 05:42:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@sakmeniko @tubirfess @sicepat_ekspres Si Cepat ini ga tepat janji anjir.

Estimasi 3 hari masa besoknya udah nyampe",si cepat ga janji anjing estimasi besoknya nyampe,in,0,0,BlZURAl,,,"sakmeniko, tubirfess, sicepat_ekspres",,
166,1399964456252153862,Wed Jun 02 05:41:51 +0000 2021,"<a href=""https://api.sociomile.net"" rel=""nofollow"">OmniChannel SML</a>","@kakekjalanan  001126450820 Hi kak, dengan saya iqbal. Setelah kami lakukan pengecekan secara manual, data yang kakak berikan tidak ada di sistem kami. Mohon dapat konfirmasi kembali ke pihak pengirim ya kak. Terima kasih ^",hai kak iqbal lakukan pengecekan manual data kakak berikan tidak sistem mohon konfirmasi pengirim kak terima kasih,in,0,0,sicepat_ekspres,,,kakekjalanan,Indonesia,
167,1399964175921598465,Wed Jun 02 05:40:44 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@tubirfess sicepat bandung - jkt : 1 hari
anteraja jkt - jkt : 1 minggu🤡",sicepat bandung jakarta harianteraja jakarta jakarta,in,1,0,MlNTFLAVOR,,,tubirfess,,
168,1399964037329285121,Wed Jun 02 05:40:11 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Paling enak sicepat udahan, kemaren seller belum kirim resi barangnya udah sampe wkwkwk https://t.co/g7Rw7yT9rL",paling enak sicepat udahan seller kirim resi barangnya wkwkwk,in,2,0,crmndei,False,,,🇮🇩 ᵗʰᵉʸ/ᵗʰᵉᵐ,
169,1399963846790369287,Wed Jun 02 05:39:25 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@sicepat_ekspres min, tolong di cek paket saya , dah 6 hari g sampe2.
No. Resi 001126450820
Trims",min cek paket deh g resi terima kasih,in,0,0,kakekjalanan,,,sicepat_ekspres,,
170,1399963833574182917,Wed Jun 02 05:39:22 +0000 2021,"<a href=""https://api.sociomile.net"" rel=""nofollow"">OmniChannel SML</a>","@milkywaynanaa  Hallo kak dengan kami SiCepat Ekspres, bisa dibantu nomor resi paketnya ya untuk kami lakukan pengecekan terlebih dulu. terima kasih ^",hallo kak sicepat ekspres dibantu nomor resi paketnya lakukan pengecekan terima kasih,in,0,0,sicepat_ekspres,,,milkywaynanaa,Indonesia,
171,1399963578044534789,Wed Jun 02 05:38:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@sakmeniko @tubirfess @sicepat_ekspres Iyak bener bgttt😂 perkiraan nyampe besok eh sore udh dtg wkwk,iyak benar bgttt perkiraan nyampe besok eh sore wkwk,in,0,0,ozweegooo,,,"sakmeniko, tubirfess, sicepat_ekspres",,
172,1399963436436516864,Wed Jun 02 05:37:47 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@seasonjsuh yaAllah aku malah lg bermasalah bgt sm sicepat 2x aja ni salah input jd nyasar deeehhhhh,yaallah bermasalah banget sicepat x salah input tersesat deeehhhhh,in,0,0,dingdonghyuck66,,,seasonjsuh,🍀🍀🍀🍀🍀🍀,
173,1399963257205497858,Wed Jun 02 05:37:05 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@deedyhard Belum kak, masih disana status di shopee

hallo @sicepat_ekspres kok paketnya lelet ngga gerak-gerak?",kak disana status shopeehallo paketnya lambat tidak gerak gerak,in,0,0,milkywaynanaa,,,"deedyhard, sicepat_ekspres",Indonesia,
174,1399963183478034437,Wed Jun 02 05:36:47 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@tubirfess makanya si cepat dong. nganternya pake sukhoi. melebihi kecepatan cahaya sampai ga bisa ditracking. tiba tiba udah di depan pintu aja. loph u @sicepat_ekspres,si cepat nganternya pakai sukhoi melebihi kecepatan cahaya ga ditracking pintu loph,in,0,0,sakmeniko,,,"tubirfess, sicepat_ekspres","Yogyakarta, Indonesia",
175,1399963150233997315,Wed Jun 02 05:36:39 +0000 2021,"<a href=""https://api.sociomile.net"" rel=""nofollow"">OmniChannel SML</a>",@aftaufiq 002707173084 baik ka dengan saya asa. setelah pengecekkan di system kami paket tersebut masih dalam proses pengiriman. Estimasi pengiriman nya 1-2 hari kerja.  Mohon ditunggu ya ka. terima kasih ^,kakak asa pengecekkan system paket dalam proses pengiriman estimasi pengiriman nya kerja mohon ditunggu kakak terima kasih,in,0,0,sicepat_ekspres,,,aftaufiq,Indonesia,
176,1399962678966177793,Wed Jun 02 05:34:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@sicepat_ekspres min tolong cekin dong 002707173084, kok gk gerak gerak ya, padahal deket",min cekin gk gerak gerak deket,in,0,0,aftaufiq,,,sicepat_ekspres,Wakanda,
177,1399961757309833218,Wed Jun 02 05:31:07 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sicepat kemane siiih ini blg pick up jam 11 kaga dateng2,sicepat kemane siiih bilang pick up jam tidak dateng,in,0,0,xuxiwuwu,,,,+62,
178,1399961580947660807,Wed Jun 02 05:30:25 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@cicadinding gabole pk yg lain, pk sicepat aja yaaa",gabole penjahat kelamin penjahat kelamin sicepat yaaa,in,0,0,lamtirxx,,,cicadinding,,
179,1399961275417780227,Wed Jun 02 05:29:12 +0000 2021,"<a href=""https://api.sociomile.net"" rel=""nofollow"">OmniChannel SML</a>","@Muhammad29a 002540196642 Baik kakak, kami berharap paket kakak cepat sampai dan dengan keadaan yang baik ya ka. Mohon ditunggu prosesnya ya ka dan pastikan nomor telepon kakak selalu aktif. Terima kasih ^AG48",kakak berharap paket kakak cepat keadaan kakak mohon ditunggu prosesnya kakak pastikan nomor telepon kakak aktif terima kasih ag,in,0,0,sicepat_ekspres,,,Muhammad29a,Indonesia,
180,1399960732112809985,Wed Jun 02 05:27:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sociogeeks_: Beli yuk di Shopee, Gratis Ongkos Kirim plus Diskon 3%. Yuk order sekarang, bisa dikirim pakai GoSen, Grab, Anteraja atau…",beli yuk shopee gratis ongkos kirim plus diskon yuk order dikirim pakai gosen grab anteraja,in,0,2,honcuk,,,sociogeeks_,DIY,
181,1399960517062451203,Wed Jun 02 05:26:11 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sociogeeks_: Beli yuk di Shopee, Gratis Ongkos Kirim plus Diskon 3%. Yuk order sekarang, bisa dikirim pakai GoSen, Grab, Anteraja atau…",beli yuk shopee gratis ongkos kirim plus diskon yuk order dikirim pakai gosen grab anteraja,in,0,2,boreg8401,,,sociogeeks_,"Jakarta, Indonesia",
182,1399960492924276737,Wed Jun 02 05:26:06 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@sicepat_ekspres Itu saja min makasih, mudah2an barang saya bisa sampe hari ini",min terima kasih mudah an barang,in,0,0,Muhammad29a,,,sicepat_ekspres,Indonesia,
183,1399959842408722438,Wed Jun 02 05:23:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@winwindisney gaada wa nyaa hshshs biasanya kan sicepat kalo minta pick up beneran cepet datengnyaa, tp ini ga dateng dateng:(",tidak ada uang wa nyaa hshshs kan sicepat pick up beneran cepat datengnyaa ga dateng dateng,in,0,0,tinysjen,,,winwindisney,19 ` she her,
184,1399959087341785089,Wed Jun 02 05:20:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Beli yuk di Shopee, Gratis Ongkos Kirim plus Diskon 3%. Yuk order sekarang, bisa dikirim pakai GoSen, Grab, Anteraja atau Sicepat.  https://t.co/8VQRfxdq2o #ShopeeID https://t.co/PFahVHWdSM",beli yuk shopee gratis ongkos kirim plus diskon yuk order dikirim pakai gosen grab anteraja sicepat,in,0,2,sociogeeks_,False,ShopeeID,,Belize,
185,1399958616942120965,Wed Jun 02 05:18:38 +0000 2021,"<a href=""https://api.sociomile.net"" rel=""nofollow"">OmniChannel SML</a>","@radit0105 002706196249 Baik kakak, kami berharap agar kendala yang terjadi saat ini dapat dengan segera terselesaikan. dimohon kesediaan nya untuk menunggu dan pastikan untuk nomor telepon selalu aktif untuk informasi lebih lanjut. Terima kasih ^",kakak berharap kendala terselesaikan dimohon kesediaan nya menunggu pastikan nomor telepon aktif informasi terima kasih,in,0,0,sicepat_ekspres,,,radit0105,Indonesia,
186,1399958119459950597,Wed Jun 02 05:16:40 +0000 2021,"<a href=""https://api.sociomile.net"" rel=""nofollow"">OmniChannel SML</a>","@shnazkmswri 002540309319  Setelah kami lakukan pengecekkan paket kaka masih dalam estimasi,terinput pertanggal 28 dan estimasi 7 - 14 hari.Mohon ditunggu sesuai batas waktu dan untuk nomor telepon penerima dipastikan selalu aktif ya ka.Terimakasih ^",lakukan pengecekkan paket kakak dalam estimasi terinput pertanggal estimasi mohon ditunggu batas nomor telepon penerima aktif kakak terimakasih,in,0,0,sicepat_ekspres,,,shnazkmswri,Indonesia,
187,1399958013075542019,Wed Jun 02 05:16:14 +0000 2021,"<a href=""https://api.sociomile.net"" rel=""nofollow"">OmniChannel SML</a>","@Muhammad29a 002540196642  Baik kak akan kami bantu teruskan ke team terkait kami, ada lagi yang bisa kami bantu ka? Terima Kasih ^",kak bantu teruskan team terkait bantu kakak terima kasih,in,0,0,sicepat_ekspres,,,Muhammad29a,Indonesia,
188,1399957341659820036,Wed Jun 02 05:13:34 +0000 2021,"<a href=""https://api.sociomile.net"" rel=""nofollow"">OmniChannel SML</a>","@choc0pi3  Hai Kak, mohon maaf sebelumnya bisa dibantu untuk infokan nomor resi nya melalui DM kami ya kak, terima kasih ^",hai kak mohon maaf dibantu infokan nomor resi nya dm kak terima kasih,in,0,0,sicepat_ekspres,,,choc0pi3,Indonesia,
189,1399956994337898497,Wed Jun 02 05:12:12 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@cath1en_ @markbitee @njmcity00 pdhl aku dari dulu2 uda suka banget sm sicepat drpd j&amp;t eh malah sicepat ngecewain🙃,pdhl uda suka banget sicepat drpd j amp t eh sicepat ngecewain,in,0,0,choc0pi3,,,"cath1en_, markbitee, njmcity00",,
190,1399956970229010441,Wed Jun 02 05:12:06 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@sicepat_ekspres pelayanan sangat amat mengecewakan berawal dari Criss Cross (salah tujuan), konfirmasi WA&amp;twitter jawaban dari tggl 31 sampai sekarang hanya follow up &amp; mohon menunggu. pengalaman pertama langsung kena kasus begini, ngk lagi pake ekpedisi ini https://t.co/2uND4XGjG2",pelayanan mengecewakan berawal criss cross salah tujuan konfirmasi wa amp twitter tggl follow up amp mohon menunggu pengalaman kena kasus ngk pakai ekpedisi,in,0,0,radit0105,False,,sicepat_ekspres,Padang - DKI Jakarta,
191,1399956939262414849,Wed Jun 02 05:11:58 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @markbitee: @njmcity00 aku saranin nih kalau mau pipa poster aman pake sicepat
soalnya aku kejadian 2x hilang tanpa konfirmasi ke buyer…",saranin pipa poster aman pakai sicepatsoalnya kejadian x hilang konfirmasi buyer,in,0,38,mielhan00,,,"markbitee, njmcity00",She / Her.      '97,
192,1399956685502877698,Wed Jun 02 05:10:58 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@sicepat_ekspres siang kak tolong dibantu resi sy no 002540309319 kok gak ada progres ya kak dari tgl 28. Mohon dibantu pengecekannya. Trims,siang kak dibantu resi tidak progres kak tanggal mohon dibantu pengecekannya terima kasih,in,0,0,shnazkmswri,,,sicepat_ekspres,,"[[119.5701357, -3.8661597], [119.7577348, -3.8661597], [119.7577348, -3.7401001], [119.5701357, -3.7401001]]"
193,1399956661079470082,Wed Jun 02 05:10:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@sicepat_ekspres @cath1en_ paketku hilang min gmn tuh, uda di packing aman malah jebol",paketku hilang min gmn tuh uda packing aman jebol,in,0,0,choc0pi3,,,"sicepat_ekspres, cath1en_",,
194,1399956588488630279,Wed Jun 02 05:10:35 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sicepat is the best expedition dont @ me,sicepat is best expedition dont me,en,0,0,Georgiacyk,,,,Nomaden,
195,1399956178528980994,Wed Jun 02 05:08:57 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@sicepat_ekspres Cek dm,cek dm,tr,0,0,Gionshohei_33,,,sicepat_ekspres,Bandung,
196,1399956001172856833,Wed Jun 02 05:08:15 +0000 2021,"<a href=""https://api.sociomile.net"" rel=""nofollow"">OmniChannel SML</a>","@Muhammad29a 002540196642 baik kak, dengan saya seyna mohon maaf sebelumnya atas ketidakanyamannya yang terjadi biasa dibantu kembaali untuk no tlp yng bisa di hub kak ? terimakasih ^",kak seyna mohon maaf ketidakanyamannya dibantu kembaali telepon yng hub kak terimakasih,in,0,0,sicepat_ekspres,,,Muhammad29a,Indonesia,
197,1399954255599980546,Wed Jun 02 05:01:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@sicepat_ekspres Status barang saya dengan no resi 002540196642, dari hari senin dikembalikan terus, knp ya min? 
Sampe sakarang belum sampe juga",status barang resi dikembalikan min sakarang,in,0,0,Muhammad29a,,,sicepat_ekspres,Indonesia,
198,1399954082043863040,Wed Jun 02 05:00:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @alingayeng: @BanyuSadewa High Risk High Return kok gitu bang?

Kurir yg kemaren COD-an sampai mau dibagi katana gimana?
Emg dia dpt hig…",high risk high return bang kurir cod an dibagi katana emg hig,in,0,1,husneey,,,"alingayeng, BanyuSadewa",Asgard,
